customer_id,senior_citizen,partner,tenure_months,contract,internet_service,payment_method,paperless_billing,monthly_charges,total_charges,support_calls,churn
C101570,0,No,3,Month-to-month,Fiber optic,Bank transfer,Yes,54.88,151.35,2,No
C101571,0,No,46,One year,No,Credit card,No,80.04,3681.56,1,No
C101572,0,No,32,One year,Fiber optic,Electronic check,Yes,95.24,3015.68,1,Yes
C101573,0,No,15,Two year,Fiber optic,Mailed check,No,84.22,1290.41,4,No
C101574,0,No,43,Month-to-month,No,Electronic check,Yes,18.0,770.38,2,Yes
C101575,0,No,27,Month-to-month,Fiber optic,Credit card,No,90.86,2515.2,0,Yes
C101576,0,No,28,One year,No,Credit card,Yes,66.98,1846.1,0,No
C101577,0,No,15,Two year,Fiber optic,Electronic check,Yes,60.13,941.7,4,No
C101578,0,No,49,Two year,DSL,Electronic check,Yes,66.73,3304.55,1,No
C101579,0,No,65,Two year,Fiber optic,Mailed check,No,21.7,1400.21,1,No
C101580,0,Yes,45,Two year,DSL,Electronic check,Yes,75.77,3399.77,0,No
C101581,0,No,17,Month-to-month,No,Credit card,Yes,29.07,471.16,2,Yes
C101582,0,No,60,Month-to-month,No,Electronic check,Yes,61.42,3662.45,0,No
C101583,0,No,8,Month-to-month,No,Credit card,Yes,74.69,597.5,1,Yes
C101584,0,Yes,21,One year,DSL,Mailed check,No,102.22,2147.14,2,No
C101585,0,No,2,Two year,DSL,Mailed check,Yes,45.41,50.76,1,No
C101586,0,Yes,61,Month-to-month,DSL,Electronic check,No,113.55,6983.89,0,Yes
C101587,0,No,3,One year,No,Credit card,No,98.41,288.74,1,No
C101588,0,No,39,Month-to-month,DSL,Bank transfer,No,57.12,2229.32,0,Yes
C101589,0,Yes,13,Month-to-month,No,Mailed check,Yes,36.74,461.96,4,Yes
C101590,0,Yes,15,Month-to-month,Fiber optic,Mailed check,Yes,26.69,393.67,1,No
C101591,0,Yes,44,Month-to-month,DSL,Credit card,Yes,78.15,3429.65,3,No
C101592,0,No,58,Two year,DSL,Credit card,Yes,47.88,2776.97,1,No
C101593,1,No,1,Month-to-month,Fiber optic,Credit card,Yes,105.98,105.62,0,Yes
C101594,0,Yes,11,Two year,Fiber optic,Bank transfer,No,49.61,565.83,2,No
C101595,0,No,20,One year,No,Credit card,Yes,42.98,865.28,1,No
C101596,0,No,68,Month-to-month,Fiber optic,Electronic check,Yes,77.01,5254.29,1,Yes
C101597,0,Yes,4,Month-to-month,Fiber optic,Bank transfer,Yes,49.42,197.43,1,Yes
C101598,0,No,13,Two year,Fiber optic,Mailed check,Yes,70.26,919.16,2,No
C101599,1,Yes,29,Month-to-month,Fiber optic,Bank transfer,Yes,99.58,2881.79,2,Yes
C101600,0,No,23,Two year,DSL,Credit card,Yes,73.52,1716.04,1,No
C101601,0,No,3,Month-to-month,No,Credit card,No,73.63,228.96,3,Yes
C101602,0,Yes,39,One year,No,Mailed check,Yes,76.15,2965.9,2,No
C101603,0,No,44,Two year,DSL,Bank transfer,No,19.21,840.54,2,No
C101604,0,No,12,Month-to-month,DSL,Credit card,No,81.76,978.39,0,No
C101605,0,No,50,Month-to-month,Fiber optic,Credit card,Yes,74.8,3740.76,0,Yes
C101606,0,No,4,Two year,No,Bank transfer,Yes,96.79,385.75,0,No
C101607,0,No,53,Month-to-month,Fiber optic,Electronic check,Yes,88.17,4659.04,0,Yes
C101608,0,No,18,Month-to-month,Fiber optic,Electronic check,Yes,63.94,1170.04,2,Yes
C101609,0,No,16,Month-to-month,No,Credit card,Yes,100.97,1636.22,0,Yes
C101610,0,No,14,Month-to-month,No,Bank transfer,No,61.22,901.68,1,Yes
C101611,0,Yes,63,One year,Fiber optic,Bank transfer,No,77.41,4861.74,0,No
C101612,0,No,36,One year,DSL,Bank transfer,Yes,60.67,2200.78,1,No
C101613,0,Yes,50,Month-to-month,DSL,Mailed check,Yes,83.85,4144.77,1,No
C101614,0,No,14,Two year,Fiber optic,Mailed check,Yes,58.71,842.67,1,Yes
C101615,0,No,4,Month-to-month,Fiber optic,Credit card,Yes,119.43,441.31,1,Yes
C101616,1,Yes,2,Month-to-month,Fiber optic,Electronic check,No,130.0,235.39,2,Yes
C101617,0,Yes,32,One year,DSL,Bank transfer,No,96.22,3087.35,1,No
C101618,0,No,23,Two year,DSL,Bank transfer,Yes,116.24,2657.98,2,Yes
C101619,0,No,56,Month-to-month,DSL,Credit card,Yes,23.82,1314.96,0,No
C101620,0,Yes,57,Month-to-month,Fiber optic,Electronic check,Yes,27.36,1547.4,3,Yes
C101621,0,No,22,Month-to-month,No,Bank transfer,Yes,60.35,1345.94,1,No
C101622,0,No,31,Two year,DSL,Electronic check,Yes,71.24,2185.12,5,No
C101623,0,Yes,27,Month-to-month,No,Electronic check,Yes,64.05,1728.0,1,Yes
C101624,0,Yes,49,Month-to-month,Fiber optic,Mailed check,No,20.74,1006.79,1,No
C101625,0,Yes,45,One year,DSL,Electronic check,No,104.55,4725.25,0,No
C101626,0,No,47,Month-to-month,No,Credit card,No,130.0,6131.2,1,Yes
C101627,1,Yes,4,Month-to-month,Fiber optic,Credit card,Yes,108.43,387.84,0,Yes
C101628,0,No,24,Month-to-month,Fiber optic,Electronic check,No,102.57,2487.81,1,Yes
C101629,0,Yes,70,Month-to-month,Fiber optic,Credit card,No,76.78,5359.33,2,No
C101630,0,No,24,Month-to-month,Fiber optic,Mailed check,Yes,44.71,1078.95,2,No
C101631,0,Yes,12,Two year,DSL,Bank transfer,No,72.18,842.69,1,No
C101632,0,Yes,14,One year,Fiber optic,Credit card,Yes,130.0,1829.28,0,Yes
C101633,0,No,1,One year,Fiber optic,Bank transfer,Yes,59.44,123.22,1,Yes
C101634,1,Yes,56,Two year,DSL,Electronic check,No,56.35,3158.78,1,No
C101635,0,Yes,0,Month-to-month,Fiber optic,Electronic check,Yes,103.22,,1,Yes
C101636,0,No,43,Month-to-month,Fiber optic,Mailed check,No,105.21,4518.23,2,Yes
C101637,1,No,29,Two year,DSL,Credit card,No,44.56,1255.51,0,No
C101638,0,No,6,Month-to-month,Fiber optic,Bank transfer,No,62.16,409.18,1,No
C101639,1,Yes,64,One year,Fiber optic,Mailed check,Yes,54.94,3523.98,0,No
C101640,1,Yes,54,One year,Fiber optic,Electronic check,Yes,72.09,3866.64,2,No
C101641,0,No,59,Month-to-month,Fiber optic,Credit card,Yes,103.11,6058.08,1,Yes
C101642,0,No,68,Month-to-month,DSL,Electronic check,Yes,45.88,3120.22,1,No
C101643,0,Yes,66,Month-to-month,Fiber optic,Bank transfer,No,102.69,6800.84,1,No
C101644,0,No,51,Month-to-month,Fiber optic,Bank transfer,Yes,73.05,3696.78,1,No
C101645,0,No,38,Month-to-month,No,Electronic check,Yes,130.0,4967.84,2,Yes
C101646,0,No,50,Month-to-month,No,Electronic check,No,79.56,3975.71,0,Yes
C101647,0,Yes,32,One year,Fiber optic,Mailed check,No,67.09,2123.62,2,No
C101648,0,Yes,13,Two year,Fiber optic,Electronic check,No,87.24,1122.43,0,No
C101649,0,Yes,28,Two year,DSL,Bank transfer,No,59.89,1720.63,3,No
C101650,0,No,34,Month-to-month,No,Credit card,No,18.0,577.29,1,No
C101651,0,Yes,3,Month-to-month,No,Electronic check,No,62.78,170.04,1,Yes
C101652,0,No,61,Month-to-month,Fiber optic,Mailed check,Yes,62.31,3824.72,2,Yes
C101653,0,Yes,66,Month-to-month,Fiber optic,Electronic check,Yes,22.23,1472.59,1,No
C101654,0,No,30,Two year,Fiber optic,Electronic check,Yes,67.81,2014.52,1,No
C101655,0,Yes,36,Month-to-month,No,Bank transfer,Yes,18.0,672.12,0,No
C101656,0,Yes,61,Month-to-month,No,Credit card,Yes,59.57,3659.08,1,No
C101657,0,Yes,33,Two year,Fiber optic,Bank transfer,Yes,77.31,2559.51,1,Yes
C101658,0,No,50,Month-to-month,DSL,Electronic check,Yes,72.91,3630.19,2,No
C101659,0,Yes,37,Month-to-month,Fiber optic,Mailed check,Yes,57.67,2122.33,0,No
C101660,0,Yes,19,Month-to-month,DSL,Mailed check,Yes,67.43,1288.29,1,No
C101661,0,No,57,One year,No,Credit card,Yes,46.48,2616.56,1,No
C101662,1,No,14,One year,DSL,Bank transfer,No,70.32,1017.67,2,No
C101663,0,Yes,16,Month-to-month,Fiber optic,Credit card,Yes,71.74,1190.35,0,No
C101664,0,Yes,50,Two year,DSL,Electronic check,No,42.99,2143.6,4,No
C101665,1,Yes,51,Two year,Fiber optic,Mailed check,No,78.03,3988.43,1,Yes
C101666,0,No,69,Two year,No,Bank transfer,Yes,77.84,5400.61,2,No
C101667,0,Yes,51,Month-to-month,Fiber optic,Mailed check,Yes,65.01,3364.4,1,No
C101668,0,No,1,Month-to-month,No,Bank transfer,No,130.0,168.92,1,No
C101669,0,No,62,Two year,Fiber optic,Mailed check,No,65.78,4034.97,1,No
C101670,0,Yes,30,Month-to-month,Fiber optic,Credit card,Yes,61.62,1840.71,2,Yes
C101671,0,Yes,0,One year,Fiber optic,Electronic check,No,57.33,,1,No
C101672,0,Yes,42,One year,Fiber optic,Credit card,Yes,40.87,1704.18,2,No
C101673,0,No,12,Month-to-month,Fiber optic,Mailed check,Yes,90.58,1131.53,3,Yes
C101674,0,No,30,One year,DSL,Mailed check,Yes,49.41,1523.03,2,No
C101675,0,Yes,34,Two year,Fiber optic,Mailed check,No,52.96,1780.24,0,No
C101676,0,No,5,One year,Fiber optic,Electronic check,Yes,53.85,265.19,1,Yes
C101677,0,Yes,62,Month-to-month,Fiber optic,Credit card,Yes,40.45,2489.16,5,No
C101678,1,Yes,37,Two year,Fiber optic,Credit card,No,18.0,661.12,3,No
C101679,0,Yes,70,Month-to-month,No,Credit card,Yes,56.11,3922.06,0,No
C101680,0,Yes,33,One year,No,Credit card,Yes,96.2,3198.46,0,No
C101681,0,No,43,Two year,Fiber optic,Bank transfer,No,75.91,3241.92,5,No
C101682,0,No,59,One year,DSL,Mailed check,Yes,116.82,6826.96,1,No
C101683,0,Yes,15,Month-to-month,DSL,Credit card,Yes,92.53,1347.84,0,No
C101684,0,No,66,Month-to-month,No,Electronic check,Yes,85.72,5631.81,2,Yes
C101685,0,Yes,13,Month-to-month,Fiber optic,Credit card,Yes,126.48,1627.85,2,Yes
C101686,0,No,72,Month-to-month,Fiber optic,Mailed check,No,67.09,4835.16,1,No
C101687,0,Yes,46,Month-to-month,DSL,Bank transfer,Yes,71.89,3279.95,1,No
C101688,0,Yes,37,One year,No,Mailed check,Yes,69.66,2547.14,1,No
C101689,0,Yes,15,Month-to-month,DSL,Mailed check,No,116.31,1721.41,2,Yes
C101690,0,No,41,One year,DSL,Electronic check,Yes,70.08,2845.39,3,No
C101691,0,Yes,40,Two year,Fiber optic,Mailed check,Yes,50.55,2008.14,0,Yes
C101692,0,Yes,71,Month-to-month,DSL,Mailed check,Yes,87.63,6206.8,2,No
C101693,0,No,60,One year,No,Electronic check,No,45.51,2747.83,2,No
C101694,0,No,35,One year,Fiber optic,Electronic check,No,86.0,2985.26,2,Yes
C101695,0,No,28,Month-to-month,DSL,Bank transfer,Yes,82.42,2298.82,0,Yes
C101696,0,Yes,28,Month-to-month,Fiber optic,Electronic check,Yes,64.32,1787.33,0,Yes
C101697,0,Yes,27,One year,DSL,Credit card,Yes,86.97,2368.41,1,No
C101698,0,Yes,0,Two year,DSL,Electronic check,Yes,25.37,,0,Yes
C101699,0,No,2,One year,DSL,Bank transfer,Yes,74.89,176.05,0,No
C101700,0,No,54,Two year,No,Electronic check,No,56.12,3001.67,2,No
C101701,0,Yes,18,Two year,DSL,Mailed check,Yes,130.0,2338.77,4,No
C101702,0,Yes,30,Month-to-month,Fiber optic,Mailed check,Yes,74.67,2225.7,1,Yes
C101703,0,No,50,One year,Fiber optic,Bank transfer,Yes,52.11,2574.85,2,No
C101704,0,No,44,Month-to-month,Fiber optic,Mailed check,No,28.65,1258.91,0,No
C101705,0,No,26,Two year,Fiber optic,Mailed check,Yes,109.16,2881.48,3,Yes
C101706,0,Yes,54,Month-to-month,Fiber optic,Electronic check,Yes,59.5,3191.68,1,No
C101707,0,Yes,11,Month-to-month,Fiber optic,Mailed check,Yes,46.26,505.67,3,Yes
C101708,0,Yes,34,Two year,Fiber optic,Mailed check,No,80.09,2690.25,1,No
C101709,0,Yes,7,Month-to-month,Fiber optic,Bank transfer,Yes,89.49,589.95,0,Yes
C101710,0,Yes,38,One year,No,Mailed check,No,89.02,3363.08,2,No
C101711,1,No,6,Month-to-month,Fiber optic,Bank transfer,No,70.59,412.29,1,Yes
C101712,0,No,68,Two year,DSL,Mailed check,Yes,74.78,5074.9,0,No
C101713,0,No,48,Two year,No,Electronic check,Yes,76.96,3688.43,1,No
C101714,0,Yes,17,Month-to-month,DSL,Electronic check,Yes,80.09,1320.32,5,Yes
C101715,0,Yes,44,One year,Fiber optic,Electronic check,No,82.75,3625.35,2,Yes
C101716,0,Yes,25,Month-to-month,Fiber optic,Mailed check,No,102.83,2583.29,1,Yes
C101717,1,Yes,37,One year,DSL,Credit card,No,71.69,2618.57,3,No
C101718,0,No,12,One year,DSL,Bank transfer,No,45.5,537.12,0,Yes
C101719,0,No,36,Two year,Fiber optic,Mailed check,Yes,65.67,2371.44,1,No
C101720,0,Yes,7,Month-to-month,DSL,Electronic check,No,92.61,628.71,2,No
C101721,0,Yes,11,Month-to-month,DSL,Credit card,No,18.0,206.54,1,No
C101722,0,No,42,One year,Fiber optic,Electronic check,Yes,18.0,717.97,0,No
C101723,1,No,36,One year,DSL,Mailed check,No,97.55,3534.01,1,No
C101724,1,Yes,21,Month-to-month,Fiber optic,Credit card,Yes,115.6,2436.75,1,Yes
C101725,0,Yes,4,Month-to-month,Fiber optic,Mailed check,Yes,32.04,129.55,1,Yes
C101726,0,Yes,30,Month-to-month,No,Electronic check,No,73.01,2218.42,1,No
C101727,0,No,67,Two year,Fiber optic,Electronic check,Yes,58.01,3878.44,1,No
C101728,0,No,51,Month-to-month,DSL,Bank transfer,Yes,62.18,3155.73,2,No
C101729,0,No,4,Month-to-month,Fiber optic,Electronic check,Yes,79.17,350.99,0,Yes
C101730,0,No,68,Two year,Fiber optic,Bank transfer,No,31.21,2168.3,4,No
C101731,1,Yes,30,Month-to-month,No,Mailed check,No,36.78,1086.06,2,Yes
C101732,0,Yes,42,One year,Fiber optic,Electronic check,Yes,60.96,2557.48,2,No
C101733,0,Yes,0,Month-to-month,Fiber optic,Electronic check,No,65.64,,1,Yes
C101734,0,No,22,Two year,No,Credit card,No,36.22,794.89,1,Yes
C101735,0,No,57,One year,DSL,Mailed check,No,93.69,5355.19,1,No
C101736,0,Yes,24,Two year,DSL,Bank transfer,No,57.47,1398.79,1,No
C101737,0,No,12,Month-to-month,Fiber optic,Mailed check,No,57.35,674.14,0,Yes
C101738,1,No,6,Month-to-month,Fiber optic,Electronic check,Yes,78.48,481.36,1,Yes
C101739,0,No,67,One year,DSL,Mailed check,Yes,66.13,4430.56,0,No
C101740,0,No,59,Month-to-month,Fiber optic,Mailed check,Yes,95.12,5581.66,4,No
C101741,0,No,3,Month-to-month,Fiber optic,Mailed check,No,42.0,101.26,1,Yes
C101742,0,No,67,Month-to-month,DSL,Credit card,No,28.08,1865.05,2,No
C101743,1,Yes,59,Two year,Fiber optic,Credit card,Yes,60.71,3605.1,0,No
C101744,0,No,26,One year,Fiber optic,Bank transfer,Yes,71.81,1891.09,2,Yes
C101745,0,Yes,47,One year,Fiber optic,Bank transfer,Yes,32.78,1559.41,1,No
C101746,0,Yes,18,One year,DSL,Mailed check,No,28.37,521.66,2,No
C101747,0,Yes,18,Month-to-month,DSL,Bank transfer,No,75.47,1368.78,2,No
C101748,0,No,52,Month-to-month,No,Electronic check,Yes,47.27,2464.98,0,Yes
C101749,0,No,14,Month-to-month,Fiber optic,Credit card,No,26.42,380.07,4,Yes
C101750,0,No,25,One year,Fiber optic,Credit card,No,98.96,2485.88,1,Yes
C101751,0,No,26,Month-to-month,DSL,Electronic check,No,51.05,1292.19,0,Yes
C101752,0,Yes,10,Two year,Fiber optic,Credit card,No,104.49,1025.14,5,No
C101753,0,No,60,Two year,DSL,Credit card,Yes,70.85,4225.28,1,No
C101754,0,No,49,Month-to-month,No,Mailed check,Yes,78.84,3890.84,4,No
C101755,0,Yes,62,One year,DSL,Credit card,Yes,63.66,3988.27,1,No
C101756,0,Yes,38,Month-to-month,Fiber optic,Electronic check,No,18.0,629.77,1,No
C101757,1,Yes,12,Two year,No,Electronic check,Yes,35.9,469.92,2,No
C101758,0,No,20,Two year,Fiber optic,Mailed check,Yes,66.23,1326.77,1,No
C101759,0,Yes,25,Two year,No,Mailed check,Yes,80.94,2048.82,3,No
C101760,0,Yes,68,Month-to-month,DSL,Mailed check,Yes,18.0,1236.66,1,No
C101761,0,Yes,17,Month-to-month,DSL,Credit card,Yes,68.39,1198.64,0,Yes
C101762,0,Yes,50,Month-to-month,No,Electronic check,No,36.33,1821.74,0,No
C101763,0,No,8,Month-to-month,DSL,Electronic check,Yes,77.04,582.23,1,Yes
C101764,0,Yes,69,Month-to-month,Fiber optic,Bank transfer,Yes,69.42,4787.34,1,No
C101765,1,Yes,47,Month-to-month,Fiber optic,Electronic check,Yes,92.31,4351.46,0,Yes
C101766,0,Yes,31,Two year,DSL,Bank transfer,Yes,102.0,3156.6,1,No
C101767,0,No,25,Month-to-month,DSL,Mailed check,No,83.77,2110.69,0,Yes
C101768,0,Yes,25,Month-to-month,Fiber optic,Credit card,Yes,95.81,2393.61,0,Yes
C101769,0,No,16,Two year,DSL,Bank transfer,No,59.49,936.95,1,No
C101770,0,Yes,43,One year,DSL,Electronic check,Yes,130.0,5562.85,2,No
C101771,1,No,63,One year,Fiber optic,Electronic check,No,33.44,2096.92,0,No
C101772,1,Yes,17,One year,Fiber optic,Electronic check,Yes,54.17,926.0,1,No
C101773,0,Yes,54,Two year,DSL,Credit card,Yes,97.04,5191.18,0,No
C101774,0,No,41,One year,Fiber optic,Bank transfer,Yes,92.58,3776.28,0,No
C101775,0,Yes,56,Month-to-month,Fiber optic,Mailed check,Yes,84.62,4688.8,2,No
C101776,0,Yes,56,One year,Fiber optic,Electronic check,No,90.26,5039.13,0,No
C101777,0,No,2,Month-to-month,Fiber optic,Credit card,No,18.0,65.93,1,No
C101778,0,No,1,Month-to-month,Fiber optic,Electronic check,No,117.68,88.03,2,Yes
C101779,1,No,66,Month-to-month,DSL,Bank transfer,No,63.88,4233.66,1,No
C101780,0,Yes,11,Month-to-month,Fiber optic,Bank transfer,Yes,107.38,1252.4,2,Yes
C101781,0,No,41,One year,No,Electronic check,Yes,18.0,774.34,1,No
C101782,1,No,54,Month-to-month,No,Mailed check,No,77.7,4199.14,1,No
C101783,0,No,36,Month-to-month,DSL,Electronic check,Yes,53.09,1932.7,1,Yes
C101784,0,No,0,Month-to-month,No,Mailed check,No,87.16,,1,Yes
C101785,1,No,0,Two year,No,Credit card,No,79.51,,3,Yes
C101786,0,Yes,48,Month-to-month,Fiber optic,Bank transfer,No,80.98,3887.76,0,Yes
C101787,0,No,65,One year,DSL,Credit card,No,38.23,2494.92,4,No
C101788,0,Yes,25,Two year,Fiber optic,Mailed check,Yes,68.29,1734.61,3,Yes
C101789,0,Yes,39,Month-to-month,DSL,Electronic check,Yes,64.59,2504.79,1,No
C101790,0,Yes,68,One year,DSL,Bank transfer,Yes,84.86,5775.31,0,No
C101791,0,No,60,Month-to-month,Fiber optic,Mailed check,Yes,99.68,5984.78,1,Yes
C101792,0,Yes,39,Month-to-month,Fiber optic,Electronic check,Yes,74.51,2902.61,0,Yes
C101793,0,Yes,47,One year,No,Mailed check,Yes,31.71,1488.56,4,No
C101794,0,No,70,Two year,Fiber optic,Bank transfer,Yes,73.23,5104.73,3,No
C101795,0,No,58,Month-to-month,Fiber optic,Bank transfer,Yes,130.0,7546.99,3,Yes
C101796,1,No,30,One year,Fiber optic,Electronic check,Yes,119.38,3586.28,2,Yes
C101797,0,Yes,50,Month-to-month,DSL,Credit card,No,18.0,889.0,0,No
C101798,1,No,24,One year,No,Mailed check,No,71.9,1742.24,0,No
C101799,1,Yes,67,One year,DSL,Electronic check,Yes,97.96,6589.02,1,No
C101800,1,Yes,6,One year,Fiber optic,Electronic check,Yes,64.53,404.11,1,Yes
C101801,0,Yes,16,One year,Fiber optic,Credit card,Yes,56.2,873.14,0,Yes
C101802,0,Yes,25,Month-to-month,Fiber optic,Mailed check,Yes,61.99,1552.24,3,Yes
C101803,0,Yes,14,One year,DSL,Mailed check,Yes,86.57,1189.19,0,Yes
C101804,0,No,43,One year,No,Electronic check,Yes,35.55,1531.06,0,No
C101805,0,No,52,One year,DSL,Bank transfer,Yes,105.66,5471.63,0,No
C101806,0,Yes,65,Month-to-month,Fiber optic,Bank transfer,No,68.32,4472.73,0,No
C101807,0,No,36,Month-to-month,DSL,Electronic check,Yes,41.95,1529.78,1,Yes
C101808,0,Yes,45,Month-to-month,Fiber optic,Credit card,No,103.73,4696.67,2,Yes
C101809,0,No,43,Month-to-month,DSL,Electronic check,No,23.65,1043.24,2,No
C101810,0,No,0,Month-to-month,DSL,Electronic check,Yes,53.34,,2,Yes
C101811,0,Yes,51,Month-to-month,DSL,Bank transfer,No,52.85,2684.71,2,No
C101812,0,Yes,1,One year,DSL,Bank transfer,Yes,130.0,173.54,4,Yes
C101813,1,Yes,39,Month-to-month,No,Electronic check,Yes,49.45,1924.42,1,Yes
C101814,0,No,72,Two year,Fiber optic,Mailed check,Yes,18.0,1262.14,0,No
C101815,0,No,57,Month-to-month,Fiber optic,Electronic check,No,52.55,3020.54,1,Yes
C101816,0,Yes,36,One year,Fiber optic,Mailed check,Yes,83.67,3015.71,3,No
C101817,1,Yes,23,Month-to-month,DSL,Bank transfer,Yes,93.52,2188.61,1,Yes
C101818,0,No,61,Month-to-month,DSL,Credit card,Yes,130.0,7936.07,1,No
C101819,0,Yes,62,One year,DSL,Mailed check,Yes,112.21,6956.52,2,No
C101820,0,No,26,Two year,DSL,Bank transfer,Yes,75.64,2004.79,1,No
C101821,1,Yes,7,Month-to-month,Fiber optic,Bank transfer,Yes,43.26,264.36,2,Yes
C101822,0,No,42,Month-to-month,DSL,Electronic check,Yes,118.72,4971.61,0,Yes
C101823,0,Yes,46,One year,DSL,Electronic check,Yes,58.94,2689.06,1,No
C101824,0,No,68,One year,Fiber optic,Credit card,No,50.26,3362.8,1,No
C101825,0,Yes,64,Month-to-month,Fiber optic,Electronic check,Yes,57.49,3701.19,2,Yes
C101826,0,Yes,16,Month-to-month,Fiber optic,Credit card,No,32.43,504.94,2,Yes
C101827,0,No,18,Month-to-month,Fiber optic,Electronic check,No,56.05,1031.53,1,Yes
C101828,0,No,72,Two year,No,Credit card,No,63.01,4546.45,3,No
C101829,0,Yes,23,Month-to-month,No,Electronic check,No,91.92,2129.34,2,No
C101830,0,Yes,33,Month-to-month,DSL,Credit card,No,58.36,1914.5,1,No
C101831,1,Yes,22,Two year,Fiber optic,Bank transfer,Yes,31.98,684.45,0,No
C101832,0,Yes,28,Month-to-month,DSL,Electronic check,Yes,21.89,615.16,2,No
C101833,0,No,41,Month-to-month,DSL,Bank transfer,Yes,76.29,3150.87,0,Yes
C101834,0,Yes,21,Month-to-month,Fiber optic,Bank transfer,No,72.18,1514.52,1,No
C101835,0,No,30,Month-to-month,No,Electronic check,Yes,53.37,1583.55,2,Yes
C101836,1,Yes,25,Month-to-month,Fiber optic,Electronic check,No,55.98,1369.52,1,Yes
C101837,0,Yes,7,Month-to-month,Fiber optic,Bank transfer,Yes,81.65,576.65,1,No
C101838,1,Yes,57,One year,Fiber optic,Bank transfer,No,111.72,6354.19,0,No
C101839,0,No,65,One year,Fiber optic,Electronic check,Yes,46.6,3027.21,0,No
C101840,0,No,35,Month-to-month,No,Credit card,Yes,72.67,2537.48,1,No
C101841,0,Yes,14,One year,Fiber optic,Electronic check,No,98.75,1371.39,2,No
C101842,0,No,46,Month-to-month,Fiber optic,Electronic check,No,46.72,2156.47,1,No
C101843,1,Yes,38,Two year,Fiber optic,Bank transfer,Yes,69.53,2656.0,1,No
C101844,0,Yes,40,Month-to-month,Fiber optic,Electronic check,No,68.86,2803.53,1,Yes
C101845,0,No,43,One year,Fiber optic,Electronic check,Yes,30.66,1337.33,4,Yes
C101846,0,No,52,Month-to-month,Fiber optic,Mailed check,Yes,75.05,3942.44,1,No
C101847,0,Yes,2,One year,DSL,Electronic check,Yes,70.95,121.43,0,No
C101848,0,Yes,7,Month-to-month,Fiber optic,Electronic check,Yes,86.65,566.53,2,Yes
C101849,0,No,6,One year,DSL,Bank transfer,No,34.39,205.98,3,No
C101850,0,No,11,Month-to-month,Fiber optic,Mailed check,Yes,70.3,794.75,1,Yes
C101851,0,No,70,Two year,DSL,Credit card,Yes,111.45,7819.03,0,No
C101852,0,Yes,53,Month-to-month,No,Bank transfer,No,130.0,6920.28,2,Yes
C101853,0,Yes,48,One year,Fiber optic,Mailed check,Yes,108.4,5139.79,0,Yes
C101854,1,Yes,51,Two year,Fiber optic,Electronic check,Yes,34.69,1800.51,0,No
C101855,0,Yes,2,Two year,No,Credit card,Yes,83.53,175.45,1,No
C101856,0,Yes,15,Month-to-month,DSL,Electronic check,Yes,55.51,794.05,2,No
C101857,1,Yes,57,Month-to-month,DSL,Electronic check,Yes,78.52,4493.73,2,Yes
C101858,0,No,33,Month-to-month,Fiber optic,Credit card,Yes,46.83,1549.63,3,Yes
C101859,0,Yes,37,Month-to-month,Fiber optic,Bank transfer,Yes,18.6,697.73,1,No
C101860,0,Yes,54,One year,DSL,Bank transfer,No,59.66,3246.62,2,No
C101861,0,Yes,5,Two year,No,Electronic check,Yes,91.68,469.16,1,No
C101862,1,Yes,58,Two year,Fiber optic,Electronic check,Yes,78.64,4524.3,1,No
C101863,0,No,49,Month-to-month,DSL,Mailed check,Yes,82.09,4018.83,2,No
C101864,0,Yes,29,One year,DSL,Bank transfer,Yes,76.49,2177.77,1,No
C101865,0,Yes,36,Two year,Fiber optic,Mailed check,No,82.14,2973.27,1,No
C101866,0,Yes,5,Two year,Fiber optic,Electronic check,No,85.89,464.4,1,Yes
C101867,1,No,14,Month-to-month,Fiber optic,Electronic check,Yes,61.76,833.6,2,No
C101868,0,Yes,17,Month-to-month,DSL,Bank transfer,Yes,72.49,1215.54,0,No
C101869,0,Yes,64,Two year,DSL,Bank transfer,Yes,122.3,7805.14,3,No
C101870,0,Yes,8,Month-to-month,Fiber optic,Electronic check,Yes,74.26,582.73,1,Yes
C101871,0,No,21,Month-to-month,Fiber optic,Electronic check,No,71.28,1507.19,1,Yes
C101872,0,Yes,9,Two year,DSL,Electronic check,Yes,73.09,646.73,0,No
C101873,0,Yes,20,Two year,DSL,Electronic check,No,63.46,1285.51,0,No
C101874,0,Yes,0,Two year,DSL,Mailed check,Yes,56.94,,0,No
C101875,1,Yes,19,One year,DSL,Electronic check,Yes,76.26,1476.48,0,No
C101876,1,No,52,Month-to-month,Fiber optic,Bank transfer,No,54.83,2823.21,1,No
C101877,0,Yes,56,Month-to-month,DSL,Bank transfer,Yes,65.63,3709.93,3,No
C101878,1,No,27,Month-to-month,Fiber optic,Credit card,Yes,46.28,1286.21,1,No
C101879,0,No,51,One year,Fiber optic,Credit card,Yes,73.24,3774.06,2,No
C101880,0,No,45,Month-to-month,Fiber optic,Electronic check,No,87.53,3934.9,2,No
C101881,0,No,65,One year,DSL,Electronic check,Yes,63.64,4117.8,0,No
C101882,0,No,58,Month-to-month,DSL,Electronic check,Yes,18.0,1019.39,4,Yes
C101883,0,No,16,One year,Fiber optic,Bank transfer,No,87.71,1375.82,0,No
C101884,0,No,42,Month-to-month,No,Electronic check,Yes,73.61,3091.91,3,Yes
C101885,0,Yes,57,Month-to-month,No,Mailed check,No,40.2,2312.6,1,No
